Num. Contracts	208
Num. Calls	32725
Total Runtime	232
Contract Runtime	95
Other Runtime	137
(-> (cons/c exact-positive-integer? exact-positive-integer?) boolean?)	30
(-> char? integer?)	22
(-> exact-positive-integer? exact-positive-integer? (listof exact-positive-integer?))	22
(-> char? string? boolean?)	10
(-> exact-positive-integer? (listof integer?))	10
