Num. Contracts	208
Num. Calls	32725
Total Runtime	94
Contract Runtime	47
Other Runtime	47
(-> (cons/c exact-positive-integer? exact-positive-integer?) boolean?)	17
(-> char? integer?)	10
(-> exact-positive-integer? exact-positive-integer? (listof exact-positive-integer?))	10
(-> char? string? boolean?)	10
