Num. Contracts	3089
Num. Calls	1182014
Total Runtime	3945
Contract Runtime	2082
Other Runtime	1864
(-> (-> positive? boolean?) positive-stream? positive-stream?)	1757
(-> positive? positive-stream? positive-stream?)	324
