Num. Contracts	3089
Num. Calls	1182014
Total Runtime	3750
Contract Runtime	1824
Other Runtime	1926
(-> (-> positive? boolean?) positive-stream? positive-stream?)	1316
(-> positive? positive-stream? positive-stream?)	508
