Num. Contracts	3089
Num. Calls	1182014
Total Runtime	3734
Contract Runtime	1840
Other Runtime	1894
(-> (-> positive? boolean?) positive-stream? positive-stream?)	1472
(-> positive? positive-stream? positive-stream?)	368
