Num. Contracts	3089
Num. Calls	1182014
Total Runtime	4029
Contract Runtime	2070
Other Runtime	1960
(-> (-> positive? boolean?) positive-stream? positive-stream?)	1762
(-> positive? positive-stream? positive-stream?)	308
