Num. Contracts	3089
Num. Calls	1182014
Total Runtime	30216
Contract Runtime	6160
Other Runtime	24056
(-> positive? positive-stream? positive-stream?)	4246
(-> (-> positive? boolean?) positive-stream? positive-stream?)	1914
