Num. Contracts	3089
Num. Calls	1182014
Total Runtime	30374
Contract Runtime	6142
Other Runtime	24232
(-> positive? positive-stream? positive-stream?)	4150
(-> (-> positive? boolean?) positive-stream? positive-stream?)	1993
