642	155763239875
643	155520995334
644	155279503106
645	15503875969
646	15479876161
647	15455950541
648	154320987654
649	154083204931
650	153846153846
651	153609831029
652	153374233129
653	153139356815
654	152905198777
655	152671755725
656	15243902439
657	152207001522
658	151975683891
659	151745068285
661	151285930408
662	151057401813
663	150829562594
664	150602409639
665	15037593985
667	149925037481
668	149700598802
669	149476831091
670	149253731343
671	149031296572
672	14880952381
673	148588410104
674	148367952522
676	147928994083
677	147710487445
678	147492625369
679	147275405007
680	147058823529
681	14684287812
682	146627565982
683	146412884334
684	146198830409
685	14598540146
686	145772594752
687	145560407569
688	145348837209
689	145137880987
690	144927536232
691	144717800289
692	14450867052
694	14409221902
695	143884892086
696	14367816092
697	143472022956
698	143266475645
699	143061516452
700	142857142857
701	142653352354
702	14245014245
703	142247510669
705	141843971631
706	14164305949
708	141242937853
709	141043723554
710	140845070423
711	14064697609
712	140449438202
713	140252454418
714	140056022409
715	13986013986
716	139664804469
717	139470013947
718	139275766017
719	139082058414
721	138696255201
722	138504155125
723	138312586445
724	138121546961
725	137931034483
726	137741046832
727	137551581843
728	137362637363
729	137174211248
730	13698630137
731	136798905609
732	136612021858
733	136425648022
734	136239782016
735	136054421769
736	135869565217
737	135685210312
738	135501355014
739	135317997294
741	134952766532
742	134770889488
743	134589502019
744	134408602151
745	134228187919
746	134048257373
747	133868808568
748	133689839572
749	133511348465
751	133155792277
752	132978723404
753	132802124834
754	132625994695
755	132450331126
756	132275132275
757	132100396301
758	131926121372
759	131752305665
760	131578947368
761	131406044678
762	131233595801
763	131061598952
764	130890052356
765	130718954248
766	130548302872
767	13037809648
769	130039011704
770	12987012987
771	129701686122
772	129533678756
773	12936610608
774	129198966408
775	129032258065
776	128865979381
778	12853470437
779	12836970475
780	128205128205
781	128040973111
782	127877237852
783	127713920817
784	127551020408
785	127388535032
786	127226463104
787	12706480305
788	126903553299
789	126742712294
790	126582278481
791	126422250316
793	126103404792
794	125944584383
795	125786163522
796	125628140704
797	125470514429
798	125313283208
799	125156445557
801	124843945069
802	124688279302
803	124533001245
804	124378109453
805	124223602484
806	124069478908
807	123915737299
808	123762376238
809	123609394314
810	123456790123
811	123304562269
812	12315270936
813	123001230012
814	12285012285
815	122699386503
816	122549019608
817	122399020808
818	122249388753
820	121951219512
821	121802679659
822	121654501217
823	121506682868
824	121359223301
826	121065375303
827	120918984281
828	12077294686
829	120627261761
830	120481927711
831	120336943442
832	120192307692
833	120048019208
834	119904076739
835	119760479042
836	11961722488
837	119474313023
838	119331742243
839	119189511323
840	119047619048
841	118906064209
842	118764845606
843	11862396204
844	118483412322
845	118343195266
846	118203309693
847	118063754427
848	117924528302
849	117785630153
850	117647058824
851	117508813161
852	117370892019
853	117233294256
854	117096018735
855	116959064327
856	116822429907
857	116686114352
858	11655011655
859	11641443539
860	116279069767
861	116144018583
862	116009280742
863	115874855156
864	115740740741
865	115606936416
866	115473441109
867	115340253749
868	115207373272
869	115074798619
870	114942528736
871	114810562572
872	114678899083
873	114547537228
874	114416475973
875	114285714286
876	114155251142
877	114025085519
878	113895216401
879	113765642776
881	11350737798
882	113378684807
883	113250283126
884	113122171946
885	112994350282
886	112866817156
887	11273957159
889	112485939258
890	112359550562
891	112233445567
892	112107623318
893	111982082867
894	111856823266
895	111731843575
896	111607142857
897	111482720178
898	11135857461
899	111234705228
901	110987791343
902	110864745011
903	110741971207
904	110619469027
905	110497237569
906	110375275938
907	110253583241
908	11013215859
910	10989010989
911	109769484083
912	109649122807
913	109529025192
914	109409190372
915	109289617486
916	109170305677
917	109051254089
918	108932461874
919	108813928183
920	108695652174
921	108577633008
922	108459869848
923	108342361863
924	108225108225
926	107991360691
927	107874865156
928	10775862069
929	10764262648
930	10752688172
931	107411385607
932	107296137339
933	10718113612
934	107066381156
935	106951871658
936	106837606838
937	106723585912
938	106609808102
939	10649627263
940	106382978723
941	106269925611
942	106157112527
943	106044538706
944	10593220339
945	10582010582
946	105708245243
947	105596620908
948	105485232068
949	105374077977
950	105263157895
951	105152471083
952	105042016807
953	104931794334
954	104821802935
955	104712041885
956	10460251046
957	104493207941
958	104384133612
959	104275286757
961	104058272633
962	10395010395
963	103842159917
964	103734439834
965	103626943005
966	103519668737
967	103412616339
968	103305785124
969	103199174407
970	103092783505
971	10298661174
972	102880658436
973	102774922919
974	102669404517
975	102564102564
976	102459016393
977	102354145343
978	102249488753
979	102145045965
980	102040816327
981	101936799185
982	10183299389
983	101729399797
984	10162601626
985	10152284264
986	101419878296
987	101317122594
988	101214574899
989	10111223458
991	100908173562
992	100806451613
993	100704934542
994	10060362173
995	100502512563
996	100401606426
997	100300902708
998	100200400802
