7	142857142857
13	769230769231
14	714285714286
17	588235294118
19	526315789474
21	47619047619
23	434782608696
26	384615384615
28	357142857143
29	344827586207
31	322580645161
34	294117647059
35	285714285714
38	263157894737
39	25641025641
41	243902439024
42	238095238095
43	232558139535
46	217391304348
47	212765957447
49	204081632653
51	196078431373
52	192307692308
53	188679245283
56	178571428571
57	175438596491
58	172413793103
59	169491525424
61	16393442623
62	161290322581
63	15873015873
65	153846153846
67	149253731343
68	147058823529
69	144927536232
70	142857142857
71	140845070423
73	13698630137
76	131578947368
77	12987012987
78	128205128205
79	126582278481
81	123456790123
82	121951219512
83	120481927711
84	119047619048
85	117647058824
86	116279069767
87	114942528736
89	112359550562
91	10989010989
92	108695652174
93	10752688172
94	106382978723
95	105263157895
97	103092783505
98	102040816327
101	990099009901
102	980392156863
103	970873786408
104	961538461538
105	952380952381
106	943396226415
107	934579439252
109	917431192661
112	892857142857
113	884955752212
114	877192982456
115	869565217391
116	862068965517
117	854700854701
118	847457627119
119	840336134454
121	826446280992
122	819672131148
123	813008130081
124	806451612903
126	793650793651
127	787401574803
129	77519379845
130	769230769231
131	763358778626
133	751879699248
134	746268656716
136	735294117647
137	729927007299
138	724637681159
139	719424460432
140	714285714286
141	709219858156
142	704225352113
143	699300699301
145	689655172414
146	684931506849
147	680272108844
149	671140939597
151	662251655629
152	657894736842
153	653594771242
154	649350649351
155	645161290323
156	641025641026
157	636942675159
158	632911392405
159	62893081761
161	621118012422
162	617283950617
163	613496932515
164	609756097561
166	602409638554
167	59880239521
168	595238095238
169	591715976331
170	588235294118
171	584795321637
172	581395348837
173	578034682081
174	574712643678
175	571428571429
177	564971751412
178	561797752809
179	558659217877
181	552486187845
182	549450549451
183	546448087432
184	54347826087
186	537634408602
187	534759358289
188	531914893617
189	529100529101
190	526315789474
191	523560209424
193	518134715026
194	515463917526
195	512820512821
196	510204081633
197	507614213198
199	502512562814
201	497512437811
202	49504950495
203	492610837438
204	490196078431
205	487804878049
206	485436893204
207	48309178744
208	480769230769
209	478468899522
210	47619047619
211	473933649289
212	471698113208
213	469483568075
214	467289719626
215	46511627907
217	460829493088
218	45871559633
219	456621004566
221	452488687783
223	448430493274
224	446428571429
226	442477876106
227	440528634361
228	438596491228
229	436681222707
230	434782608696
232	431034482759
233	429184549356
234	42735042735
235	425531914894
236	423728813559
237	42194092827
238	420168067227
239	418410041841
241	414937759336
242	413223140496
243	411522633745
244	409836065574
245	408163265306
246	406504065041
247	404858299595
248	403225806452
249	401606425703
251	398406374502
252	396825396825
253	395256916996
254	393700787402
255	392156862745
257	389105058366
258	387596899225
260	384615384615
261	383141762452
262	381679389313
263	380228136882
265	377358490566
266	375939849624
267	374531835206
268	373134328358
269	371747211896
271	369003690037
272	367647058824
274	36496350365
276	36231884058
277	361010830325
278	359712230216
279	358422939068
280	357142857143
281	355871886121
282	354609929078
283	353356890459
284	352112676056
285	350877192982
286	34965034965
287	348432055749
289	346020761246
290	344827586207
291	343642611684
292	342465753425
293	341296928328
294	340136054422
295	338983050847
298	335570469799
299	334448160535
301	332225913621
302	331125827815
304	328947368421
305	327868852459
306	326797385621
307	325732899023
308	324675324675
309	323624595469
310	322580645161
311	32154340836
312	320512820513
313	319488817891
314	31847133758
315	31746031746
316	316455696203
317	315457413249
318	314465408805
319	313479623824
321	311526479751
322	310559006211
323	30959752322
324	308641975309
325	307692307692
326	306748466258
327	305810397554
328	30487804878
329	303951367781
331	302114803625
332	301204819277
334	299401197605
335	298507462687
336	297619047619
337	296735905045
338	295857988166
339	294985250737
340	294117647059
341	293255131965
342	292397660819
343	291545189504
344	290697674419
345	289855072464
346	28901734104
347	28818443804
348	287356321839
349	286532951289
350	285714285714
353	28328611898
354	282485875706
355	281690140845
356	280898876404
357	280112044818
358	279329608939
359	278551532033
361	277008310249
362	276243093923
363	275482093664
364	274725274725
365	27397260274
366	273224043716
367	272479564033
368	271739130435
369	271002710027
371	269541778976
372	268817204301
373	268096514745
374	267379679144
376	265957446809
377	26525198939
378	26455026455
379	263852242744
380	263157894737
381	262467191601
382	261780104712
383	261096605744
385	25974025974
386	259067357513
387	258397932817
388	257731958763
389	25706940874
390	25641025641
391	255754475703
392	255102040816
393	254452926209
394	253807106599
395	253164556962
397	251889168766
398	251256281407
399	250626566416
401	249376558603
402	248756218905
403	248138957816
404	247524752475
405	246913580247
406	246305418719
408	245098039216
409	244498777506
410	243902439024
411	243309002433
412	242718446602
413	242130750605
414	24154589372
415	240963855422
416	240384615385
417	239808153477
418	239234449761
419	238663484487
420	238095238095
421	237529691211
422	236966824645
423	236406619385
424	235849056604
425	235294117647
426	234741784038
427	234192037471
428	233644859813
430	232558139535
431	232018561485
433	230946882217
434	230414746544
435	229885057471
436	229357798165
437	228832951945
438	228310502283
439	227790432802
441	226757369615
442	226244343891
443	225733634312
445	224719101124
446	224215246637
447	223713646532
448	223214285714
449	22271714922
451	221729490022
452	221238938053
453	220750551876
454	220264317181
455	21978021978
456	219298245614
457	218818380744
458	218340611354
459	217864923747
460	217391304348
461	216919739696
462	21645021645
463	215982721382
464	215517241379
465	215053763441
466	214592274678
467	214132762313
468	213675213675
469	213219616205
470	212765957447
471	212314225053
472	21186440678
473	211416490486
474	210970464135
475	210526315789
476	210084033613
477	20964360587
478	209205020921
479	208768267223
482	207468879668
483	207039337474
484	206611570248
485	20618556701
486	205761316872
487	205338809035
488	204918032787
489	204498977505
490	204081632653
491	20366598778
492	20325203252
493	202839756592
494	202429149798
496	201612903226
497	201207243461
498	200803212851
499	200400801603
501	199600798403
502	199203187251
503	198807157058
504	198412698413
505	19801980198
506	197628458498
507	197238658777
508	196850393701
509	196463654224
510	196078431373
511	195694716243
513	194931773879
514	194552529183
515	194174757282
516	193798449612
517	193423597679
518	19305019305
519	19267822736
520	192307692308
521	191938579655
522	191570881226
523	19120458891
524	190839694656
525	190476190476
526	190114068441
527	189753320683
529	189035916824
530	188679245283
531	188323917137
532	187969924812
533	187617260788
534	187265917603
535	18691588785
536	186567164179
537	186219739292
538	185873605948
539	185528756957
541	184842883549
542	184501845018
543	184162062615
544	183823529412
545	183486238532
546	18315018315
547	18281535649
548	182481751825
549	182149362477
551	181488203267
552	18115942029
553	180831826401
554	180505415162
556	179856115108
557	179533213645
558	179211469534
559	178890876565
560	178571428571
561	17825311943
562	17793594306
563	177619893428
564	177304964539
565	176991150442
566	17667844523
567	176366843034
568	176056338028
569	175746924429
570	175438596491
571	175131348511
572	174825174825
573	174520069808
574	174216027875
575	173913043478
577	173310225303
578	173010380623
579	172711571675
580	172413793103
581	172117039587
582	171821305842
583	171526586621
584	171232876712
585	17094017094
586	170648464164
587	170357751278
588	170068027211
589	169779286927
590	169491525424
591	169204737733
593	168634064081
594	16835016835
595	168067226891
596	167785234899
597	167504187605
598	167224080268
599	16694490818
601	166389351082
602	166112956811
603	16583747927
604	165562913907
605	165289256198
606	16501650165
607	164744645799
608	164473684211
609	164203612479
610	16393442623
611	163666121113
612	16339869281
613	163132137031
614	162866449511
615	162601626016
616	162337662338
617	162074554295
618	161812297735
619	16155088853
620	161290322581
621	161030595813
622	16077170418
623	16051364366
624	160256410256
626	159744408946
627	159489633174
628	15923566879
629	158982511924
630	15873015873
631	158478605388
632	158227848101
633	157977883096
634	157728706625
635	157480314961
636	157232704403
637	156985871272
638	156739811912
639	156494522692
641	15600624025
