Num. Contracts	3089
Num. Calls	1182014
Total Runtime	3950
Contract Runtime	1920
Other Runtime	2030
(-> (-> positive? boolean?) positive-stream? positive-stream?)	1576
(-> positive? positive-stream? positive-stream?)	343
